Date,BTC-open,BTC-high,BTC-low,BTC-close,BTC-vol,BTC-marcap,ETH-open,ETH-high,ETH-low,ETH-close,ETH-vol,ETH-marcap
23-May-20,"9,185.06","9,302.50","9,118.11","9,209.29","27,727,866,812","169,305,492,440",207.19,210.39,205.29,208.69,"10,665,476,768","23,176,030,659"
22-May-20,"9,080.33","9,232.94","9,008.64","9,182.58","29,810,773,699","168,807,619,957",199.84,208.59,198.04,207.17,"12,041,592,114","23,003,786,385"
21-May-20,"9,522.74","9,555.24","8,869.93","9,081.76","39,326,160,532","166,947,987,864",210.13,211.63,193.35,199.88,"13,308,321,229","22,192,109,650"
20-May-20,"9,725.33","9,804.79","9,447.20","9,522.98","36,546,239,703","175,050,963,475",213.45,214.72,207.98,210.1,"12,730,175,511","23,323,160,696"
19-May-20,"9,727.06","9,836.05","9,539.62","9,729.04","39,254,288,955","178,831,635,026",214.6,214.6,210.14,213.45,"14,346,192,779","23,692,625,224"
18-May-20,"9,675.69","9,906.03","9,570.36","9,726.57","41,827,139,896","178,779,483,464",207.18,215.91,207.11,214.53,"17,411,566,928","23,808,928,396"
17-May-20,"9,374.93","9,823.00","9,349.55","9,670.74","40,084,250,663","177,745,404,470",200.61,209.16,200.1,207.16,"15,470,397,303","22,988,575,488"
16-May-20,"9,333.24","9,564.20","9,260.69","9,377.01","36,164,766,408","172,340,956,579",195.61,202.77,194.5,200.68,"15,379,081,645","22,266,558,227"
15-May-20,"9,734.29","9,755.83","9,261.40","9,328.20","48,158,802,327","171,436,341,789",202.96,203.57,193.76,195.62,"16,602,342,092","21,703,086,885"
14-May-20,"9,271.33","9,793.27","9,255.03","9,733.72","56,426,907,637","178,881,641,547",198.89,204.12,196.87,202.95,"20,150,524,861","22,513,148,759"
13-May-20,"8,805.39","9,317.88","8,805.39","9,269.99","45,558,144,023","170,352,710,071",189.37,200.2,189.13,199.19,"17,054,662,289","22,093,789,228"
12-May-20,"8,610.39","8,949.90","8,569.64","8,804.48","42,142,717,533","161,791,577,301",185.88,191.6,185.7,189.31,"15,899,726,284","20,995,260,629"
11-May-20,"8,755.54","9,033.47","8,374.32","8,601.80","57,119,858,802","158,059,235,276",188.63,191.36,180.72,185.91,"20,054,601,647","20,615,704,449"
10-May-20,"9,591.17","9,595.58","8,395.11","8,756.43","63,325,279,337","160,884,755,211",211.55,211.55,182.71,188.6,"25,211,575,193","20,911,059,578"
9-May-20,"9,840.91","9,913.86","9,580.64","9,593.90","46,566,121,841","176,251,395,673",213.14,214.74,209.07,211.6,"18,950,547,549","23,458,353,558"
8-May-20,"9,936.16","9,996.74","9,767.17","9,842.67","51,780,748,042","180,804,859,844",212.2,216.33,208.83,212.99,"20,445,139,356","23,609,735,113"
7-May-20,"9,261.90","9,992.66","9,138.32","9,951.52","61,112,700,562","182,787,376,637",203.91,214.39,202.07,212.29,"23,594,744,655","23,528,981,906"
6-May-20,"9,007.44","9,411.47","8,966.71","9,268.76","49,371,886,931","170,229,620,935",206.48,211.53,204.04,204.06,"20,343,543,799","22,613,632,877"
5-May-20,"8,912.83","9,062.41","8,856.83","9,003.07","43,148,462,663","165,332,488,792",208.01,211.78,204.03,206.77,"19,004,689,099","22,912,129,590"
4-May-20,"8,895.74","8,956.91","8,645.02","8,912.65","45,718,796,276","163,654,493,632",210.89,211.83,199.05,208.17,"22,602,446,422","23,064,379,025"
3-May-20,"8,983.61","9,167.78","8,830.97","8,897.47","47,101,785,174","163,358,189,151",215.35,219.27,208.69,210.93,"20,469,034,664","23,367,177,867"
2-May-20,"8,869.06","9,007.19","8,811.37","8,988.60","40,134,388,683","165,012,307,600",214.23,215.85,212.88,215.33,"18,260,876,092","23,850,828,459"
1-May-20,"8,672.78","9,048.02","8,667.76","8,864.77","44,068,389,997","162,722,652,380",207.9,217.63,207.78,214.22,"20,816,320,834","23,725,367,639"
30-Apr-20,"8,797.67","9,440.65","8,533.26","8,658.55","66,964,629,541","158,922,133,909",216.91,227.53,206.44,207.6,"28,089,191,904","22,989,647,065"
29-Apr-20,"7,806.71","8,871.75","7,786.05","8,801.04","60,201,052,203","161,522,471,385",198.47,218.45,198.12,216.97,"26,397,548,759","24,023,887,081"
28-Apr-20,"7,796.97","7,814.53","7,730.81","7,807.06","33,187,959,921","143,266,252,261",197.27,198.79,194.85,198.42,"18,217,507,467","21,966,890,357"
27-Apr-20,"7,679.42","7,795.60","7,679.42","7,795.60","36,162,144,725","143,040,988,590",197.48,199.55,193.45,197.22,"18,670,194,595","21,832,392,036"
26-Apr-20,"7,570.14","7,700.59","7,561.41","7,679.87","33,070,154,491","140,903,867,573",195.41,199.34,194.77,197.32,"18,335,367,012","21,839,976,557"
25-Apr-20,"7,550.48","7,641.36","7,521.67","7,569.94","32,941,541,447","138,874,072,264",189.21,196.79,188.46,195.52,"18,260,969,748","21,637,838,417"
24-Apr-20,"7,434.18","7,574.20","7,434.18","7,550.90","34,636,526,286","138,512,029,491",185.22,190.21,185.22,189.24,"16,788,555,028","20,940,434,737"
23-Apr-20,"7,121.31","7,491.78","7,081.59","7,429.72","43,500,782,316","136,275,638,031",182.62,189.09,180.34,185.03,"21,275,740,032","20,472,236,139"
22-Apr-20,"6,879.44","7,145.87","6,867.78","7,117.21","33,249,153,866","130,530,916,077",172.67,183.75,171.83,182.6,"17,994,666,395","20,200,984,352"
21-Apr-20,"6,879.78","6,934.55","6,834.44","6,880.32","32,589,741,511","126,175,238,603",172.02,175.18,170.55,172.74,"16,458,767,984","19,107,591,182"
20-Apr-20,"7,186.87","7,240.29","6,835.50","6,881.96","37,747,113,936","126,192,239,912",181.48,186.08,170.32,172.3,"21,266,681,335","19,056,520,718"
19-Apr-20,"7,260.92","7,280.52","7,167.05","7,189.42","31,311,210,215","131,815,853,850",186.86,188.1,180.12,181.61,"19,146,038,381","20,084,614,446"
18-Apr-20,"7,092.29","7,269.96","7,089.25","7,257.66","32,447,188,386","133,053,136,876",171.62,187.94,171.62,186.91,"20,160,323,443","20,668,075,857"
17-Apr-20,"7,116.55","7,167.18","7,050.33","7,096.18","32,513,423,567","130,078,472,088",172.28,174.28,169.75,171.64,"16,714,684,266","18,976,660,194"
16-Apr-20,"6,640.45","7,134.45","6,555.50","7,116.80","46,783,242,377","130,445,413,270",153.2,173.16,150.36,172.16,"22,910,469,236","19,031,693,317"
15-Apr-20,"6,845.56","6,928.66","6,633.40","6,642.11","32,288,311,031","121,731,940,639",157.57,160.71,152.8,153.29,"14,171,753,737","16,943,501,886"
14-Apr-20,"6,843.28","6,958.56","6,793.82","6,842.43","34,110,434,052","125,388,687,977",156.36,160.94,155.87,157.6,"14,723,156,630","17,417,697,024"
13-Apr-20,"6,965.62","6,965.62","6,668.26","6,845.04","38,619,308,647","125,422,221,237",160.72,160.75,151.61,156.28,"16,465,282,133","17,270,031,992"
12-Apr-20,"6,858.07","7,119.95","6,811.08","6,971.09","35,759,567,632","127,716,846,208",158.23,164.52,156.32,161.14,"15,123,721,386","17,805,206,568"
11-Apr-20,"6,867.44","6,926.07","6,789.92","6,859.08","31,222,085,946","125,651,623,116",158.54,161.17,155.3,158.22,"13,555,089,447","17,479,687,023"
10-Apr-20,"7,303.82","7,303.82","6,802.47","6,865.49","43,622,840,992","125,755,496,117",170.83,170.95,154.91,158.41,"17,980,944,616","17,499,250,378"
9-Apr-20,"7,337.97","7,341.45","7,179.09","7,302.09","34,815,139,178","133,737,857,010",172.76,172.9,167.99,170.81,"14,901,696,210","18,866,106,818"
8-Apr-20,"7,179.28","7,356.22","7,153.31","7,334.10","37,563,249,549","134,309,895,036",165.24,173.21,164.49,172.64,"17,063,110,836","19,066,388,908"
7-Apr-20,"7,273.64","7,427.94","7,136.71","7,176.41","44,243,482,668","131,409,299,432",169.15,175.2,164.2,165.1,"21,659,346,091","18,231,455,422"
6-Apr-20,"6,788.05","7,271.78","6,782.89","7,271.78","46,896,904,615","133,140,400,948",143.61,169.27,143.54,169.14,"21,636,382,525","18,674,571,701"
5-Apr-20,"6,862.54","6,883.41","6,715.93","6,791.13","29,510,409,856","124,328,853,512",145.26,146.13,142.1,143.55,"11,280,993,591","15,847,283,514"
4-Apr-20,"6,738.38","6,878.95","6,696.48","6,867.53","33,185,988,584","125,712,834,530",142.22,145.38,140.12,145.22,"11,946,658,257","16,029,973,618"
3-Apr-20,"6,797.40","7,003.22","6,673.34","6,733.39","38,976,504,903","123,244,051,100",142.11,146.9,139.62,142.09,"13,184,603,402","15,682,757,538"
2-Apr-20,"6,606.78","7,088.25","6,595.92","6,793.62","47,660,646,124","124,335,130,640",135.73,146.79,135.73,142.03,"15,322,861,686","15,673,960,169"
1-Apr-20,"6,437.32","6,612.57","6,202.37","6,606.78","40,346,426,266","120,903,014,693",133.61,135.63,129.73,135.63,"12,456,564,435","14,966,424,710"
31-Mar-20,"6,430.61","6,504.52","6,374.16","6,438.64","32,786,468,812","117,814,077,267",132.82,134.27,131.65,133.59,"11,065,246,317","14,739,376,438"
30-Mar-20,"5,925.54","6,517.20","5,903.23","6,429.84","37,101,651,525","117,640,143,688",125.58,133.91,125.29,132.9,"11,841,123,306","14,661,550,831"
29-Mar-20,"6,245.62","6,250.47","5,920.09","5,922.04","28,373,690,931","108,338,520,156",131.02,131.17,125.45,125.58,"9,938,133,669","13,852,241,607"
28-Mar-20,"6,467.25","6,467.50","6,117.84","6,242.19","34,885,225,901","114,183,689,641",134.03,134.03,126.96,130.99,"12,162,403,960","14,446,379,743"
27-Mar-20,"6,719.39","6,793.84","6,466.70","6,469.80","34,585,598,367","118,336,082,172",138.37,139.9,133.94,133.94,"11,396,286,629","14,770,071,750"
26-Mar-20,"6,675.17","6,735.46","6,590.96","6,716.44","35,319,797,642","122,834,375,216",136.19,138.83,134.89,138.36,"11,367,261,176","15,255,985,586"
25-Mar-20,"6,738.72","6,892.51","6,536.93","6,681.06","44,590,107,888","122,174,009,143",138.91,141.4,134.3,136.2,"13,433,092,920","15,015,344,150"
24-Mar-20,"6,436.64","6,789.02","6,411.07","6,734.80","48,221,910,672","123,148,917,787",135.19,141.95,133.17,138.76,"14,609,068,673","15,296,295,171"
23-Mar-20,"5,831.37","6,443.93","5,785.00","6,416.31","46,491,916,000","117,314,776,187",123.37,134.91,121.87,134.91,"14,149,877,968","14,870,079,035"
22-Mar-20,"6,185.56","6,359.70","5,823.71","5,830.25","40,099,664,740","106,591,196,069",132.85,136.15,122.91,123.32,"12,497,707,224","13,590,860,527"
21-Mar-20,"6,206.52","6,378.14","5,932.82","6,185.07","42,494,390,880","113,068,192,795",133.1,135.97,127.16,132.82,"13,684,083,308","14,635,764,102"
20-Mar-20,"6,191.65","6,844.26","5,865.78","6,198.78","54,442,976,103","113,309,245,860",136.65,150.85,122.61,132.74,"18,960,388,062","14,624,949,757"
19-Mar-20,"5,245.42","6,329.74","5,236.97","6,191.19","51,000,731,797","113,162,079,956",114.84,140.53,114.73,136.59,"16,396,753,275","15,048,018,840"
18-Mar-20,"5,227.11","5,331.83","5,069.34","5,238.44","37,878,801,016","95,740,715,529",113.86,116.02,111.74,114.84,"11,617,854,009","12,650,160,818"
17-Mar-20,"5,002.58","5,371.35","4,981.91","5,225.63","38,622,642,935","95,499,941,183",110.41,118.99,110.41,113.94,"12,087,490,572","12,549,513,954"
16-Mar-20,"5,385.23","5,385.23","4,575.36","5,014.48","45,368,026,430","91,633,478,850",125,125,105.17,110.61,"15,984,904,590","12,180,483,053"
15-Mar-20,"5,201.07","5,836.65","5,169.28","5,392.31","33,997,889,639","98,530,059,890",123.25,132.24,121.85,125.21,"12,719,251,813","13,787,534,423"
14-Mar-20,"5,573.08","5,625.23","5,125.07","5,200.37","36,154,506,008","95,014,981,944",133.58,134.48,122.41,123.31,"12,740,784,545","13,575,727,275"
13-Mar-20,"5,017.83","5,838.11","4,106.98","5,563.71","74,156,772,075","101,644,613,038",112.69,137.43,95.18,133.2,"27,864,623,061","14,663,417,618"
12-Mar-20,"7,913.62","7,929.12","4,860.35","4,970.79","53,980,357,243","90,804,613,601",194.74,195.15,111.21,112.35,"22,134,741,655","12,366,138,225"
11-Mar-20,"7,910.09","7,950.81","7,642.81","7,911.43","38,682,762,605","144,508,402,671",200.77,202.95,184.36,194.87,"16,984,790,291","21,446,678,546"
10-Mar-20,"7,922.15","8,136.95","7,814.76","7,909.73","42,213,940,994","144,465,567,734",202.86,205.71,198.06,200.77,"18,344,930,072","22,093,126,953"
9-Mar-20,"8,111.15","8,177.79","7,690.10","7,923.64","46,936,995,808","144,706,353,758",201.32,207.45,192.27,201.99,"23,645,428,606","22,224,520,906"
8-Mar-20,"8,908.21","8,914.34","8,105.25","8,108.12","39,973,102,121","148,060,284,561",237.78,237.78,200.6,200.69,"21,381,823,651","22,079,071,207"
7-Mar-20,"9,121.60","9,163.22","8,890.74","8,909.95","36,216,930,370","162,684,945,903",243.75,249.98,237.55,237.85,"19,431,652,027","26,164,459,704"
6-Mar-20,"9,078.31","9,167.70","9,032.08","9,122.55","40,826,885,651","166,548,261,960",229.17,243.55,228.74,243.53,"19,374,772,256","26,785,082,139"
5-Mar-20,"8,760.29","9,142.05","8,757.25","9,078.76","39,698,054,597","165,731,679,918",224.64,234.36,224.64,229.27,"18,201,291,785","25,213,804,821"
4-Mar-20,"8,788.54","8,843.37","8,712.43","8,755.25","34,746,706,368","159,807,857,328",224.57,228.04,222.09,224.52,"16,567,075,208","24,688,386,921"
3-Mar-20,"8,865.39","8,901.60","8,704.99","8,787.79","42,386,715,821","160,383,579,416",230.52,232.33,221.73,224.48,"19,853,178,572","24,681,090,483"
2-Mar-20,"8,563.26","8,921.31","8,532.63","8,869.67","42,857,674,409","161,861,167,745",218.71,232.81,217.28,230.57,"20,305,587,789","25,347,534,007"
1-Mar-20,"8,599.76","8,726.80","8,471.21","8,562.45","35,349,164,300","156,238,987,740",219.75,226.68,214.13,218.97,"18,179,807,469","24,069,393,932"
29-Feb-20,"8,671.21","8,775.63","8,599.51","8,599.51","35,792,392,544","156,895,988,084",226.83,232.26,219.85,219.85,"18,181,296,376","24,162,913,195"
28-Feb-20,"8,788.73","8,890.46","8,492.93","8,672.46","44,605,450,443","158,211,707,019",226.99,234.21,216.35,226.76,"22,563,530,559","24,919,509,265"
27-Feb-20,"8,825.09","8,932.89","8,577.20","8,784.49","45,470,195,695","160,238,496,932",225.69,237.23,212.66,226.75,"25,645,522,790","24,915,636,231"
26-Feb-20,"9,338.29","9,354.78","8,704.43","8,820.52","50,420,050,762","160,879,489,024",247.74,249.65,221.27,225.68,"26,235,617,201","24,794,645,345"
25-Feb-20,"9,651.31","9,652.74","9,305.02","9,341.71","42,515,259,129","170,369,581,558",265.28,265.43,246.86,247.82,"21,878,882,134","27,223,398,195"
24-Feb-20,"9,921.58","9,951.75","9,537.04","9,650.17","45,080,496,648","175,977,808,526",273.71,275.54,259.63,265.22,"22,400,845,640","29,131,114,037"
23-Feb-20,"9,663.32","9,937.40","9,657.79","9,924.52","41,185,185,761","180,963,233,540",262.28,273.75,261.96,273.75,"19,585,998,814","30,065,188,433"
22-Feb-20,"9,687.71","9,698.23","9,600.73","9,663.18","35,838,025,154","176,180,696,548",265.55,266.39,258.91,262.33,"16,906,032,862","28,807,130,266"
21-Feb-20,"9,611.78","9,723.01","9,589.74","9,686.44","40,930,547,513","176,587,087,363",257.89,267,255.69,265.6,"20,867,593,292","29,162,464,509"
20-Feb-20,"9,629.33","9,643.22","9,507.90","9,608.48","44,925,260,237","175,147,142,158",259.82,263.7,250.95,257.95,"23,229,828,870","28,318,879,771"
19-Feb-20,"10,143.80","10,191.68","9,611.22","9,633.39","46,992,019,710","175,585,931,679",282.04,283.54,259.76,259.76,"22,679,414,413","28,514,562,065"
18-Feb-20,"9,691.23","10,161.94","9,632.38","10,142.00","47,271,023,953","184,838,512,656",266.51,283.2,261.46,281.94,"26,511,477,187","30,945,457,816"
17-Feb-20,"9,936.56","9,938.82","9,507.64","9,690.14","45,998,298,413","176,585,280,987",259.89,266.87,244.34,266.36,"26,024,080,089","29,231,690,264"
16-Feb-20,"9,889.18","10,053.97","9,722.39","9,934.43","43,374,780,305","181,017,665,264",264.9,272.88,242.48,259.89,"25,152,366,643","28,518,254,585"
15-Feb-20,"10,313.86","10,341.56","9,874.43","9,889.42","43,865,054,831","180,179,996,219",284.56,287.12,264.28,264.73,"23,682,452,994","29,045,044,403"
14-Feb-20,"10,211.55","10,322.00","10,125.53","10,312.12","43,338,264,162","187,862,645,449",268.02,285.06,262.76,284.22,"23,558,253,463","31,179,427,623"
13-Feb-20,"10,323.96","10,457.63","10,116.16","10,214.38","49,356,071,373","186,065,003,526",265.05,273.74,258.92,268.1,"25,801,317,504","29,407,537,084"
12-Feb-20,"10,202.39","10,393.61","10,202.39","10,326.05","43,444,303,830","188,081,204,386",235.9,272.4,235.9,265.41,"24,545,049,386","29,108,513,969"
11-Feb-20,"9,855.89","10,210.05","9,729.33","10,208.24","37,648,059,389","185,917,114,989",223.38,236.55,218.62,235.85,"16,964,695,963","25,863,852,653"
10-Feb-20,"10,115.56","10,165.77","9,784.56","9,856.61","39,386,548,075","179,494,809,266",228.55,229.18,218.08,223.52,"16,210,008,511","24,508,831,903"
9-Feb-20,"9,863.89","10,129.44","9,850.39","10,116.67","35,807,884,663","184,214,765,394",222.98,229.86,222.98,228.58,"15,031,356,241","25,060,056,859"
8-Feb-20,"9,793.07","9,876.75","9,678.91","9,865.12","35,172,043,762","179,615,828,322",222.51,226.59,215.39,223.15,"16,741,203,125","24,461,492,839"
7-Feb-20,"9,726.00","9,834.72","9,726.00","9,795.94","34,522,718,159","178,339,437,206",212.32,223.14,212.3,222.73,"16,673,443,564","24,412,375,482"
6-Feb-20,"9,617.82","9,824.62","9,539.82","9,729.80","37,628,823,716","177,118,274,394",204.13,214.6,201.9,212.34,"16,425,589,683","23,270,983,772"
5-Feb-20,"9,183.42","9,701.30","9,163.70","9,613.42","35,222,060,874","174,983,423,933",189.3,206.8,188.75,204.23,"14,865,434,435","22,379,510,312"
4-Feb-20,"9,292.84","9,331.27","9,112.81","9,180.96","29,893,183,716","167,093,636,162",189.86,191.11,185.4,189.25,"11,714,191,695","20,735,478,720"
3-Feb-20,"9,344.68","9,540.37","9,248.63","9,293.52","30,934,096,509","169,126,861,034",188.61,193.44,188.01,189.87,"12,392,875,241","20,800,183,238"
2-Feb-20,"9,389.82","9,468.80","9,217.82","9,344.37","30,835,736,946","170,034,976,662",183.53,193.08,180.17,188.62,"14,054,425,389","20,660,936,267"
1-Feb-20,"9,346.36","9,439.32","9,313.24","9,392.88","25,922,656,496","170,900,662,180",180.11,183.85,179.75,183.67,"11,569,697,182","20,116,913,728"
31-Jan-20,"9,508.31","9,521.71","9,230.78","9,350.53","29,432,489,719","170,112,778,161",184.74,185.41,176.3,180.16,"11,728,616,394","19,729,633,078"
30-Jan-20,"9,316.02","9,553.13","9,230.90","9,508.99","32,378,792,851","172,978,577,931",174.92,186.26,172.37,184.69,"12,604,789,338","20,223,232,964"
29-Jan-20,"9,357.47","9,406.43","9,269.47","9,316.63","30,682,598,115","169,460,984,603",176.35,178.84,175.05,175.05,"10,725,267,311","19,165,292,202"
28-Jan-20,"8,912.52","9,358.59","8,908.45","9,358.59","34,398,744,403","170,205,617,955",170.88,176.37,170.74,176.37,"11,772,875,064","19,307,396,128"
27-Jan-20,"8,597.31","8,977.73","8,597.31","8,909.82","28,647,338,393","162,027,957,435",168.01,172.92,166.9,170.93,"11,004,476,145","18,709,615,891"
26-Jan-20,"8,364.41","8,602.40","8,325.50","8,596.83","22,177,678,796","156,322,174,637",161.18,168.22,160.28,168.08,"9,261,861,590","18,394,952,135"
25-Jan-20,"8,440.12","8,458.45","8,296.22","8,367.85","19,647,331,549","152,143,262,650",163.07,163.23,158.63,161.28,"8,256,956,802","17,649,296,256"
24-Jan-20,"8,405.57","8,514.67","8,266.84","8,445.43","24,397,913,026","153,536,829,768",162.9,164.31,156.75,163.05,"10,657,671,162","17,840,465,424"
23-Jan-20,"8,680.65","8,687.75","8,333.64","8,406.52","25,770,680,779","152,813,329,633",168.3,168.31,160.3,162.93,"10,396,868,698","17,824,835,899"
22-Jan-20,"8,744.21","8,792.99","8,636.75","8,680.88","22,600,204,051","157,783,273,070",169.61,171.01,166.77,168.29,"9,209,827,928","18,409,534,609"
21-Jan-20,"8,658.99","8,755.71","8,544.52","8,745.89","24,097,418,512","158,947,996,834",167.06,169.91,165.82,169.7,"9,789,369,362","18,560,711,557"
20-Jan-20,"8,704.63","8,745.59","8,560.47","8,657.64","26,422,375,678","157,327,553,259",166.9,169.11,162.33,167.12,"11,144,529,787","18,276,600,992"
19-Jan-20,"8,941.45","9,164.36","8,620.08","8,706.25","34,217,320,471","158,194,319,735",175.47,177.25,163.68,166.97,"13,713,374,132","18,257,853,532"
18-Jan-20,"8,927.21","9,012.20","8,827.33","8,942.81","32,337,772,627","162,475,965,880",170.75,178.53,166.79,175.37,"14,929,342,256","19,173,512,823"
17-Jan-20,"8,725.21","8,958.12","8,677.32","8,929.04","36,372,139,320","162,211,148,778",164.49,173.07,162.78,170.78,"14,997,091,826","18,669,811,576"
16-Jan-20,"8,812.48","8,846.46","8,612.10","8,723.79","31,313,981,931","158,465,055,984",166.33,167.06,159.71,164.39,"13,735,193,018","17,969,103,321"
15-Jan-20,"8,825.34","8,890.12","8,657.19","8,807.01","40,102,834,650","159,959,191,212",165.73,170.43,161.11,166.23,"15,173,694,057","18,167,930,411"
14-Jan-20,"8,140.93","8,879.51","8,140.93","8,827.76","44,841,784,107","160,319,484,883",144.25,167.68,144.06,165.96,"16,712,318,373","18,135,588,271"
13-Jan-20,"8,189.77","8,197.79","8,079.70","8,144.19","22,482,910,688","147,890,525,973",146.22,146.79,142.91,144.23,"8,378,529,470","15,759,102,081"
12-Jan-20,"8,033.26","8,200.06","8,009.06","8,192.49","22,903,438,381","148,752,956,966",143.03,146.15,142.71,145.87,"8,528,167,453","15,937,115,426"
11-Jan-20,"8,162.19","8,218.36","8,029.64","8,037.54","25,521,165,085","145,924,199,942",143.41,146.48,142.21,142.93,"9,332,208,590","15,613,213,640"
10-Jan-20,"7,878.31","8,166.55","7,726.77","8,166.55","28,714,583,844","148,249,907,277",138.97,144.17,135.52,143.96,"9,084,816,203","15,724,494,553"
9-Jan-20,"8,082.30","8,082.30","7,842.40","7,879.07","24,045,990,466","143,016,572,819",141.16,141.39,136.24,138.98,"7,697,325,348","15,178,151,517"
8-Jan-20,"8,161.94","8,396.74","7,956.77","8,079.86","31,672,559,265","146,645,162,431",143.49,146.83,138.27,141.26,"9,387,194,957","15,425,115,411"
7-Jan-20,"7,768.68","8,178.22","7,768.23","8,163.69","28,767,291,327","148,152,237,654",144.31,145,140.49,143.54,"9,257,954,672","15,672,773,110"
6-Jan-20,"7,410.45","7,781.87","7,409.29","7,769.22","23,276,261,598","140,976,457,304",136.31,144.33,136.08,144.3,"9,093,747,121","15,753,803,340"
5-Jan-20,"7,410.45","7,544.50","7,400.54","7,411.32","19,725,074,095","134,469,548,249",135.07,139.41,135.05,136.28,"7,526,675,353","14,875,569,430"
4-Jan-20,"7,345.38","7,427.39","7,309.51","7,410.66","18,444,271,275","134,442,464,030",134.17,136.05,133.04,135.07,"7,430,904,515","14,741,946,278"
3-Jan-20,"6,984.43","7,413.72","6,915.00","7,344.88","28,111,481,032","133,233,444,755",127.41,134.55,126.49,134.17,"10,476,845,358","14,642,130,120"
2-Jan-20,"7,202.55","7,212.16","6,935.27","6,985.47","20,802,083,465","126,699,395,235",130.82,130.82,126.95,127.41,"8,032,709,256","13,902,505,466"
1-Jan-20,"7,194.89","7,254.33","7,174.94","7,200.17","18,565,664,997","130,580,829,150",129.63,132.84,129.2,130.8,"7,935,230,330","14,271,059,633"
31-Dec-19,"7,294.44","7,335.29","7,169.78","7,193.60","21,167,946,112","130,446,112,598",132.61,133.73,128.8,129.61,"8,936,866,397","14,139,765,786"
30-Dec-19,"7,420.27","7,454.82","7,276.31","7,293.00","22,874,131,672","132,235,128,152",134.8,136.76,131.55,132.63,"9,796,951,716","14,468,140,712"
29-Dec-19,"7,317.65","7,513.95","7,279.87","7,422.65","22,445,257,702","134,570,835,775",128.27,136.81,128,134.76,"9,708,776,786","14,698,483,422"
28-Dec-19,"7,289.03","7,399.04","7,286.91","7,317.99","21,365,673,026","132,659,059,740",127.21,130.26,126.9,128.32,"8,069,298,610","13,995,233,088"
27-Dec-19,"7,238.14","7,363.53","7,189.93","7,290.09","22,777,360,996","132,139,502,950",126.37,128.1,124.82,127.21,"8,299,390,176","13,873,046,817"
26-Dec-19,"7,274.80","7,388.30","7,200.39","7,238.97","22,787,010,034","131,200,030,100",126.49,130.9,125.41,126.36,"8,600,871,980","13,778,664,460"
25-Dec-19,"7,325.76","7,357.02","7,220.99","7,275.16","21,559,505,149","131,840,641,292",129.07,129.07,124.89,126.45,"8,418,019,054","13,787,538,200"
24-Dec-19,"7,354.39","7,535.72","7,269.53","7,322.53","22,991,622,105","132,687,583,295",128.63,131.67,127.31,129.06,"7,961,819,689","14,070,696,528"
23-Dec-19,"7,508.90","7,656.18","7,326.19","7,355.63","27,831,788,041","133,275,709,111",132.31,134.73,127.42,128.61,"9,622,497,693","14,020,312,860"
22-Dec-19,"7,191.19","7,518.03","7,167.18","7,511.59","23,134,537,956","136,088,022,049",128.1,133.16,127.93,132.37,"9,121,058,481","14,428,651,183"
21-Dec-19,"7,220.59","7,223.23","7,112.74","7,191.16","19,312,552,168","130,267,655,889",129.1,129.15,127.61,128.13,"7,449,064,703","13,964,992,761"
20-Dec-19,"7,208.64","7,257.92","7,086.12","7,218.82","22,633,815,180","130,752,796,980",129.38,129.76,126.99,129.07,"8,173,594,150","14,065,549,620"
19-Dec-19,"7,277.59","7,346.60","7,041.38","7,202.84","25,904,604,416","130,445,758,713",133.05,134.19,125.97,129.32,"9,564,699,140","14,092,012,421"
18-Dec-19,"6,647.70","7,324.98","6,540.05","7,276.80","31,836,522,778","131,754,969,804",122.66,133.39,119.78,133.09,"11,864,518,321","14,501,554,620"
17-Dec-19,"6,931.32","6,964.07","6,587.97","6,640.52","22,363,804,217","120,234,244,809",133.65,134.01,121.4,122.6,"9,057,166,141","13,357,486,656"
16-Dec-19,"7,153.66","7,171.17","6,903.68","6,932.48","20,213,265,950","125,515,586,952",143.14,143.22,132.46,133.61,"8,992,282,119","14,555,616,655"
15-Dec-19,"7,124.24","7,181.08","6,924.38","7,152.30","16,881,129,804","129,481,424,648",142.86,143.93,139.43,143.11,"7,235,153,411","15,589,117,504"
14-Dec-19,"7,268.90","7,308.84","7,097.21","7,124.67","17,137,029,730","128,970,221,233",144.95,145.53,142.43,142.87,"7,048,066,973","15,560,820,323"
13-Dec-19,"7,244.66","7,293.56","7,227.12","7,269.68","17,125,736,940","131,581,377,758",145.66,145.86,143.75,144.94,"7,264,810,247","15,785,338,920"
12-Dec-19,"7,216.74","7,266.64","7,164.74","7,243.13","18,927,080,224","131,087,151,088",143.62,145.75,141.44,145.6,"7,890,383,413","15,855,473,988"
11-Dec-19,"7,277.20","7,324.16","7,195.53","7,217.43","16,350,490,689","130,609,895,528",146.32,147.14,143.05,143.61,"7,037,180,049","15,636,405,555"
10-Dec-19,"7,397.13","7,424.02","7,246.04","7,278.12","18,249,031,195","131,696,121,855",148.18,148.56,144.91,146.27,"6,859,512,025","15,924,221,614"
9-Dec-19,"7,561.80","7,618.09","7,365.99","7,400.90","17,872,021,272","133,904,005,787",151.22,151.91,147.62,148.23,"6,744,206,747","16,135,631,420"
8-Dec-19,"7,551.34","7,634.61","7,476.09","7,564.35","15,409,908,086","136,847,419,896",148.74,152.39,148.31,151.26,"6,441,727,252","16,464,729,150"
